original_filename,src_ratio,src_format,com_ratio,com_format,metric,score
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jp2,VIFP,0.8892746795906609
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jpg,VIFP,0.8433066183319717
anders-wideskott-57598-unsplash-cropped,10,jpg,80,bpg,UQI,0.9622480111082194
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jpg,PSNR,20.018316406645084
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jp2,PSNR,23.093034362180408
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jxr,VIFP,0.8777480038645497
anders-wideskott-57598-unsplash-cropped,10,jpg,80,bpg,SSIM,0.7798748971072355
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jxr,PSNR,21.63929014517236
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jpg,UQI,0.9228837275313487
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jp2,UQI,0.9468161324891388
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jxr,UQI,0.9375580330144944
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jpg,SSIM,0.5999751221373363
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jp2,SSIM,0.6994806314533434
anders-wideskott-57598-unsplash-cropped,10,jpg,80,bpg,SCC,0.3026661461282288
anders-wideskott-57598-unsplash-cropped,10,jpg,80,bpg,SAM,0.09231455979993532
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jxr,SSIM,0.627069700302772
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jpg,SCC,0.13680377400045363
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jpg,SAM,0.16572952913105732
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jp2,SCC,0.204168970187708
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jp2,SAM,0.11632874290331811
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jxr,SCC,0.13974918690490432
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jxr,SAM,0.1381742885736131
anders-wideskott-57598-unsplash-cropped,10,jpg,80,bpg,VIFP,0.8934218768010818
anders-wideskott-57598-unsplash-cropped,30,jp2,20,bpg,PSNR,27.608180768933565
anders-wideskott-57598-unsplash-cropped,30,jp2,20,bpg,UQI,0.9747813138319744
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jpg,VIFP,0.8281190447156961
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jp2,VIFP,0.8759027125479898
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jp2,PSNR,30.367146954476162
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jpg,PSNR,26.12522869932971
anders-wideskott-57598-unsplash-cropped,30,jp2,20,bpg,SSIM,0.8780430461050175
anders-wideskott-57598-unsplash-cropped,10,jpg,80,jxr,VIFP,0.8551479219628075
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jp2,UQI,0.9835310196103925
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jxr,PSNR,25.737143789718747
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jpg,UQI,0.9693750898335948
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jp2,SSIM,0.9378342888010422
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jpg,SSIM,0.8450892334545062
anders-wideskott-57598-unsplash-cropped,30,jp2,20,bpg,SCC,0.4048659751227667
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jxr,UQI,0.9658489248107296
anders-wideskott-57598-unsplash-cropped,30,jp2,20,bpg,SAM,0.06872981246326267
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jxr,SSIM,0.8185375183352223
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jp2,SCC,0.6763559463113655
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jp2,SAM,0.0501368332370034
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jpg,SCC,0.37322800252578114
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jpg,SAM,0.08136937449529237
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jxr,SCC,0.3222148578850911
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jxr,SAM,0.08553597683987912
anders-wideskott-57598-unsplash-cropped,30,jp2,20,bpg,VIFP,0.8964924378896063
anders-wideskott-57598-unsplash-cropped,30,jp2,40,bpg,PSNR,27.089410498537635
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jp2,VIFP,0.9117196702191146
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jp2,PSNR,31.821206599572985
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jpg,VIFP,0.8966639615813053
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jpg,PSNR,23.76222246458581
anders-wideskott-57598-unsplash-cropped,30,jp2,40,bpg,UQI,0.97298364407115
anders-wideskott-57598-unsplash-cropped,30,jp2,20,jxr,VIFP,0.8861589017361617
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jp2,UQI,0.9883675423573397
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jpg,UQI,0.9537415973609028
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jxr,PSNR,23.98937412268387
anders-wideskott-57598-unsplash-cropped,30,jp2,40,bpg,SSIM,0.870155278885557
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jp2,SSIM,0.9483723370511763
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jxr,UQI,0.9565519089279765
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jpg,SSIM,0.7824650388317121
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jxr,SSIM,0.7533953347523267
anders-wideskott-57598-unsplash-cropped,30,jp2,40,bpg,SCC,0.3716069732579463
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jp2,SCC,0.7664434150722993
anders-wideskott-57598-unsplash-cropped,30,jp2,40,bpg,SAM,0.07272654579129789
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jp2,SAM,0.04226751000299451
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jpg,SCC,0.2662233749636189
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jpg,SAM,0.10685229359723748
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jxr,SCC,0.2268483358105257
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jxr,SAM,0.10474940574591614
anders-wideskott-57598-unsplash-cropped,30,jp2,40,bpg,VIFP,0.8918332312462528
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jxr,VIFP,0.8701749401589587
anders-wideskott-57598-unsplash-cropped,30,jp2,60,bpg,PSNR,26.22207060576937
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jpg,VIFP,0.8771223660044282
anders-wideskott-57598-unsplash-cropped,30,jp2,40,jp2,VIFP,0.9254805767475218
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jp2,PSNR,26.345193891738763
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jxr,PSNR,22.993477738279935
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jpg,PSNR,21.395249573307304
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jp2,UQI,0.970205667171869
anders-wideskott-57598-unsplash-cropped,30,jp2,60,bpg,UQI,0.9689548850426011
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jxr,UQI,0.9504387788056884
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jpg,UQI,0.931326426316784
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jp2,SSIM,0.8520882616559606
anders-wideskott-57598-unsplash-cropped,30,jp2,60,bpg,SSIM,0.8456555133681349
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jxr,SSIM,0.711479870601639
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jpg,SSIM,0.6938023353963856
anders-wideskott-57598-unsplash-cropped,30,jp2,60,bpg,SCC,0.331581784087529
anders-wideskott-57598-unsplash-cropped,30,jp2,60,bpg,SAM,0.08034059234390951
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jp2,SCC,0.516440678411822
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jxr,SCC,0.17986569750602055
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jxr,SAM,0.11755706673075812
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jp2,SAM,0.07961065656675644
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jpg,SCC,0.17280584561603896
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jpg,SAM,0.1401759071387345
anders-wideskott-57598-unsplash-cropped,30,jp2,60,jxr,VIFP,0.8727811607353843
anders-wideskott-57598-unsplash-cropped,30,jp2,60,bpg,VIFP,0.8855357179498542
